clean_feedback,valid_invalid,category,sentiment
library resource very useful,valid,library,positive
library atmosphere normal,valid,library,neutral
book outdated subject,valid,library,negative
staff assistance quick,valid,library,positive
seating space okay,valid,library,neutral
computer slow library,valid,library,negative
library layout well organized,valid,library,positive
study environment decent,valid,library,neutral
noise level disturbing sometimes,valid,library,negative
library service improving,valid,library,positive
website interface user friendly,valid,website,positive
website navigation average,valid,website,neutral
website load very slowly,valid,website,negative
website design look clean,valid,website,positive
website performance okay,valid,website,neutral
website frequent bug,valid,website,negative
website feature helpful,valid,website,positive
website layout simple,valid,website,neutral
website crash time,valid,website,negative
website experience smooth,valid,website,positive
facility well maintained,valid,facilities,positive
facility condition average,valid,facilities,neutral
facility need better maintenance,valid,facilities,negative
facility equipment reliable,valid,facilities,positive
facility usage fine,valid,facilities,neutral
facility infrastructure outdated,valid,facilities,negative
facility clean,valid,facilities,positive
facility availability decent,valid,facilities,neutral
facility cleanliness poor,valid,facilities,negative
facility improving gradually,valid,facilities,positive
administration staff cooperative,valid,administration,positive
administration workflow manageable,valid,administration,neutral
administration process slow,valid,administration,negative
administration service efficient,valid,administration,positive
administration system okay,valid,administration,neutral
administration communication unclear,valid,administration,negative
administration handling smooth,valid,administration,positive
administration procedure average,valid,administration,neutral
administration delay happen often,valid,administration,negative
administration support helpful,valid,administration,positive
academic teaching quality excellent,valid,academics,positive
academic syllabus manageable,valid,academics,neutral
academic workload too high,valid,academics,negative
academic guidance useful,valid,academics,positive
academic pace balanced,valid,academics,neutral
academic lecture unclear,valid,academics,negative
academic support strong,valid,academics,positive
academic system average,valid,academics,neutral
academic evaluation unfair,valid,academics,negative
academic experience positive,valid,academics,positive
canteen food tasty,valid,canteen,positive
canteen menu average,valid,canteen,neutral
canteen hygiene poor,valid,canteen,negative
